ts,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1764063668597,11.01,11.341,3.808,0.74,0.561,0.2,0.106
1764063668882,11.488,11.989,3.996,0.74,0.561,0.199,0.106
1764063669453,11.488,11.989,3.996,0.741,0.561,0.2,0.106
1764063669706,11.488,11.989,3.996,0.74,0.561,0.199,0.106
1764063670063,11.969,12.65,4.186,0.741,0.561,0.199,0.106
1764063671108,11.488,11.989,3.996,0.741,0.561,0.199,0.105
1764063671433,12.455,13.325,4.379,0.741,0.561,0.199,0.106
1764063671685,12.455,13.325,4.379,0.741,0.561,0.199,0.105
1764063672264,11.488,11.989,3.996,0.741,0.561,0.199,0.105
1764063672744,11.969,12.65,4.186,0.741,0.561,0.198,0.104
1764063673378,11.969,12.65,4.186,0.741,0.561,0.198,0.104
1764063673654,11.488,11.989,3.996,0.741,0.561,0.198,0.105
1764063674224,11.969,12.65,4.186,0.742,0.56,0.198,0.105
1764063674606,11.969,12.65,4.186,0.741,0.561,0.199,0.105
1764063675459,12.455,13.325,4.379,0.742,0.561,0.199,0.106
1764063675626,11.969,12.65,4.186,0.743,0.56,0.199,0.107
1764063676121,11.969,12.65,4.186,0.743,0.56,0.2,0.107
1764063676810,11.969,12.65,4.186,0.742,0.56,0.2,0.108
1764063677352,12.455,13.325,4.379,0.743,0.56,0.2,0.108
1764063677598,11.969,12.65,4.186,0.743,0.56,0.199,0.108
1764063677891,11.488,11.989,3.996,0.743,0.56,0.199,0.108
1764063678258,11.01,11.341,3.808,0.743,0.561,0.2,0.109
1764063678547,11.01,11.341,3.808,0.742,0.561,0.2,0.108
1764063678547,11.488,11.989,3.996,0.742,0.56,0.2,0.108
1764063679175,11.01,11.341,3.808,0.742,0.561,0.2,0.108
1764063679678,11.01,11.341,3.808,0.742,0.56,0.2,0.108
1764063680151,12.455,13.325,4.379,0.742,0.56,0.199,0.107
1764063680608,12.455,13.325,4.379,0.741,0.561,0.199,0.107
1764063680978,11.488,11.989,3.996,0.742,0.561,0.199,0.107
1764063681548,12.455,13.325,4.379,0.741,0.56,0.199,0.107
1764063682117,12.455,13.325,4.379,0.741,0.56,0.198,0.106
1764063682316,11.488,11.989,3.996,0.742,0.561,0.199,0.107
1764063682758,11.969,12.65,4.186,0.742,0.561,0.199,0.107
1764063683319,11.01,11.341,3.808,0.743,0.561,0.199,0.107
1764063683693,11.969,12.65,4.186,0.742,0.56,0.199,0.107
1764063684273,11.969,12.65,4.186,0.742,0.56,0.199,0.107
1764063684850,11.969,12.65,4.186,0.743,0.56,0.2,0.107
1764063685312,12.455,13.325,4.379,0.742,0.56,0.199,0.107
1764063685681,11.969,12.65,4.186,0.743,0.56,0.199,0.106
1764063686246,11.488,11.989,3.996,0.742,0.56,0.199,0.106
1764063686821,12.455,13.325,4.379,0.743,0.561,0.199,0.106
1764063687170,11.488,11.989,3.996,0.743,0.561,0.199,0.106
1764063687561,11.01,11.341,3.808,0.743,0.56,0.199,0.106
1764063688015,11.969,12.65,4.186,0.742,0.56,0.199,0.106
1764063688469,12.455,13.325,4.379,0.742,0.561,0.198,0.106
1764063688795,11.969,12.65,4.186,0.742,0.56,0.198,0.106
1764063689421,11.969,12.65,4.186,0.742,0.561,0.198,0.106
1764063689803,11.969,12.65,4.186,0.742,0.561,0.198,0.107
1764063689899,12.455,13.325,4.379,0.741,0.56,0.198,0.106
1764063690446,11.01,11.341,3.808,0.742,0.56,0.198,0.107
1764063690756,11.01,11.341,3.808,0.742,0.56,0.198,0.107
1764063691402,11.488,11.989,3.996,0.742,0.56,0.198,0.106
1764063691671,11.969,12.65,4.186,0.742,0.56,0.198,0.107
1764063692087,11.01,11.341,3.808,0.742,0.56,0.198,0.107
1764063692809,11.488,11.989,3.996,0.741,0.56,0.198,0.106
1764063693166,12.455,13.325,4.379,0.741,0.56,0.198,0.106
1764063693569,11.969,12.65,4.186,0.741,0.56,0.198,0.106
1764063694040,11.969,12.65,4.186,0.742,0.561,0.198,0.106
1764063694583,11.969,12.65,4.186,0.741,0.56,0.197,0.106
1764063694901,11.488,11.989,3.996,0.742,0.56,0.197,0.106
1764063695437,11.488,11.989,3.996,0.742,0.56,0.198,0.106
1764063695993,11.01,11.341,3.808,0.742,0.56,0.198,0.106
1764063696876,12.455,13.325,4.379,0.741,0.56,0.198,0.107
1764063697787,12.944,14.014,4.575,0.743,0.56,0.197,0.107
1764063698181,12.944,14.014,4.575,0.743,0.56,0.198,0.108
1764063698629,12.455,13.325,4.379,0.745,0.561,0.198,0.108
1764063699115,11.969,12.65,4.186,0.744,0.56,0.199,0.108
1764063699763,11.969,12.65,4.186,0.745,0.56,0.198,0.108
1764063699947,11.969,12.65,4.186,0.746,0.561,0.199,0.108
1764063700134,11.969,12.65,4.186,0.745,0.559,0.199,0.109
1764063700895,11.01,11.341,3.808,0.746,0.56,0.2,0.109
1764063701474,11.488,11.989,3.996,0.747,0.56,0.2,0.11
1764063701643,11.969,12.65,4.186,0.749,0.561,0.203,0.115
1764063702101,11.969,12.65,4.186,0.752,0.561,0.206,0.122
1764063702588,11.488,11.989,3.996,0.753,0.56,0.207,0.124
1764063702941,11.488,11.989,3.996,0.753,0.56,0.209,0.128
1764063703408,11.969,12.65,4.186,0.757,0.56,0.213,0.134
1764063703796,11.969,12.65,4.186,0.759,0.56,0.215,0.139
1764063704266,11.969,12.65,4.186,0.761,0.56,0.218,0.144
1764063704839,11.969,12.65,4.186,0.763,0.56,0.222,0.148
1764063705026,11.969,12.65,4.186,0.768,0.561,0.225,0.153
1764063705430,11.488,11.989,3.996,0.768,0.561,0.228,0.156
1764063705877,11.969,12.65,4.186,0.769,0.561,0.231,0.16
1764063705979,12.455,13.325,4.379,0.77,0.56,0.234,0.163
1764063706736,11.488,11.989,3.996,0.773,0.56,0.237,0.165
1764063707080,11.969,12.65,4.186,0.773,0.561,0.24,0.169
1764063707489,12.455,13.325,4.379,0.775,0.56,0.244,0.173
1764063708043,11.01,11.341,3.808,0.777,0.56,0.246,0.174
1764063708886,12.455,13.325,4.379,0.78,0.561,0.254,0.181
1764063709144,12.455,13.325,4.379,0.781,0.56,0.257,0.184
1764063709469,11.969,12.65,4.186,0.782,0.56,0.26,0.186
1764063709991,11.969,12.65,4.186,0.782,0.561,0.261,0.186
1764063710195,12.944,14.014,4.575,0.784,0.561,0.266,0.19
1764063710329,11.969,12.65,4.186,0.785,0.561,0.268,0.192
1764063710759,11.969,12.65,4.186,0.786,0.561,0.27,0.194
1764063710780,11.969,12.65,4.186,0.786,0.561,0.271,0.196
1764063711230,11.969,12.65,4.186,0.786,0.561,0.273,0.196
1764063711618,12.455,13.325,4.379,0.778,0.56,0.25,0.178
1764063711762,11.969,12.65,4.186,0.788,0.561,0.274,0.197
1764063711762,12.944,14.014,4.575,0.789,0.561,0.278,0.2
1764063712368,11.969,12.65,4.186,0.788,0.561,0.279,0.2
1764063712467,12.944,14.014,4.575,0.789,0.562,0.281,0.201
1764063712933,11.969,12.65,4.186,0.789,0.561,0.283,0.202
1764063713048,12.455,13.325,4.379,0.791,0.562,0.285,0.203
1764063714157,12.455,13.325,4.379,0.791,0.561,0.286,0.204
1764063714912,13.437,14.716,4.773,0.791,0.561,0.289,0.206
1764063715401,13.934,15.432,4.973,0.793,0.562,0.294,0.209
1764063715768,13.934,15.432,4.973,0.794,0.561,0.298,0.21
1764063716210,12.455,13.325,4.379,0.794,0.561,0.3,0.212
1764063716624,12.944,14.014,4.575,0.794,0.561,0.301,0.213
1764063717535,13.437,14.716,4.773,0.796,0.561,0.304,0.215
1764063717940,13.934,15.432,4.973,0.796,0.562,0.308,0.216
1764063718466,13.934,15.432,4.973,0.797,0.562,0.31,0.218
1764063719424,13.437,14.716,4.773,0.797,0.562,0.313,0.219
1764063720358,13.437,14.716,4.773,0.798,0.561,0.316,0.22
1764063722167,14.939,16.903,5.381,0.8,0.562,0.32,0.221
1764063722651,15.958,18.426,5.799,0.801,0.562,0.327,0.226
1764063723100,14.435,16.161,5.176,0.802,0.562,0.33,0.226
1764063723470,14.435,16.161,5.176,0.802,0.562,0.332,0.229
1764063724126,13.934,15.432,4.973,0.802,0.562,0.334,0.229
1764063725603,14.435,16.161,5.176,0.802,0.562,0.336,0.23
1764063725603,14.435,16.161,5.176,0.802,0.562,0.338,0.23
1764063725603,13.934,15.432,4.973,0.804,0.563,0.34,0.231
1764063726291,13.437,14.716,4.773,0.804,0.562,0.341,0.232
1764063726502,14.435,16.161,5.176,0.805,0.563,0.341,0.232
1764063726766,14.435,16.161,5.176,0.804,0.562,0.343,0.232
1764063727255,13.437,14.716,4.773,0.804,0.562,0.344,0.232
1764063727685,13.437,14.716,4.773,0.805,0.562,0.345,0.233
1764063728317,14.435,16.161,5.176,0.805,0.563,0.348,0.235
1764063728810,14.435,16.161,5.176,0.805,0.562,0.349,0.235
1764063729306,14.435,16.161,5.176,0.805,0.562,0.35,0.236
1764063729576,14.939,16.903,5.381,0.805,0.563,0.352,0.236
1764063730237,13.437,14.716,4.773,0.806,0.563,0.353,0.236
1764063730543,14.939,16.903,5.381,0.806,0.563,0.355,0.237
1764063730963,14.435,16.161,5.176,0.807,0.563,0.356,0.237
1764063731447,14.435,16.161,5.176,0.807,0.564,0.357,0.237
1764063732019,13.934,15.432,4.973,0.806,0.563,0.357,0.238
1764063732290,14.939,16.903,5.381,0.806,0.563,0.358,0.238
1764063732594,14.939,16.903,5.381,0.806,0.563,0.36,0.239
1764063733144,13.934,15.432,4.973,0.808,0.564,0.361,0.24
1764063733625,13.934,15.432,4.973,0.806,0.563,0.362,0.24
1764063733840,14.939,16.903,5.381,0.807,0.563,0.362,0.241
1764063734733,13.934,15.432,4.973,0.807,0.563,0.364,0.24
1764063735295,15.447,17.658,5.589,0.808,0.564,0.366,0.241
1764063736132,15.447,17.658,5.589,0.808,0.564,0.367,0.242
1764063736627,14.939,16.903,5.381,0.808,0.564,0.368,0.242
1764063736985,15.958,18.426,5.799,0.809,0.564,0.369,0.242
1764063737477,15.447,17.658,5.589,0.809,0.564,0.37,0.244
1764063738587,14.939,16.903,5.381,0.809,0.564,0.372,0.245
1764063739332,16.473,19.207,6.012,0.809,0.564,0.373,0.244
1764063739514,15.447,17.658,5.589,0.809,0.564,0.373,0.244
1764063739803,15.447,17.658,5.589,0.809,0.564,0.374,0.245
1764063740257,14.435,16.161,5.176,0.809,0.564,0.375,0.245
1764063741022,14.435,16.161,5.176,0.809,0.564,0.375,0.245
1764063741243,15.958,18.426,5.799,0.81,0.564,0.377,0.245
1764063741580,15.447,17.658,5.589,0.809,0.564,0.377,0.245
1764063741604,15.447,17.658,5.589,0.809,0.565,0.378,0.246
1764063744310,14.939,16.903,5.381,0.81,0.565,0.38,0.246
1764063744603,18.038,21.628,6.663,0.81,0.565,0.382,0.248
1764063747680,14.939,16.903,5.381,0.811,0.564,0.382,0.248
1764063751065,14.435,16.161,5.176,0.809,0.564,0.378,0.246
1764063755839,21.808,27.721,8.262,0.812,0.566,0.395,0.253
1764063755846,16.991,20.002,6.227,0.812,0.566,0.396,0.253
1764063756817,15.958,18.426,5.799,0.812,0.566,0.396,0.252
1764063757274,16.473,19.207,6.012,0.812,0.566,0.396,0.252
1764063758131,16.473,19.207,6.012,0.812,0.567,0.397,0.253
1764063758639,17.513,20.809,6.444,0.812,0.566,0.398,0.253
1764063759123,15.447,17.658,5.589,0.812,0.566,0.398,0.254
1764063760042,16.473,19.207,6.012,0.812,0.566,0.399,0.253
1764063760528,16.991,20.002,6.227,0.812,0.567,0.399,0.254
1764063760850,16.473,19.207,6.012,0.813,0.567,0.399,0.253
1764063761395,16.473,19.207,6.012,0.813,0.567,0.4,0.256
1764063762044,16.473,19.207,6.012,0.813,0.567,0.401,0.256
1764063762333,15.958,18.426,5.799,0.813,0.566,0.401,0.256
1764063762823,15.958,18.426,5.799,0.814,0.567,0.401,0.256
1764063763347,15.958,18.426,5.799,0.814,0.567,0.401,0.254
1764063764157,16.473,19.207,6.012,0.812,0.566,0.402,0.254
1764063764467,18.038,21.628,6.663,0.813,0.567,0.403,0.256
1764063765297,15.447,17.658,5.589,0.813,0.567,0.402,0.256
1764063765962,15.447,17.658,5.589,0.814,0.567,0.402,0.256
1764063766444,17.513,20.809,6.444,0.814,0.567,0.402,0.256
1764063766861,16.991,20.002,6.227,0.813,0.567,0.404,0.256
1764063767184,16.473,19.207,6.012,0.814,0.567,0.404,0.257
1764063767206,16.473,19.207,6.012,0.813,0.568,0.405,0.256
1764063768254,15.447,17.658,5.589,0.813,0.567,0.404,0.256
1764063768629,16.991,20.002,6.227,0.813,0.567,0.404,0.256
1764063769655,16.473,19.207,6.012,0.813,0.567,0.405,0.256
1764063770150,17.513,20.809,6.444,0.813,0.568,0.406,0.256
1764063770413,17.513,20.809,6.444,0.813,0.568,0.406,0.257
1764063770486,16.473,19.207,6.012,0.813,0.568,0.406,0.256
1764063771544,15.958,18.426,5.799,0.814,0.568,0.407,0.256
1764063772000,16.991,20.002,6.227,0.813,0.568,0.406,0.256
1764063772204,16.473,19.207,6.012,0.814,0.568,0.407,0.256
1764063772223,16.473,19.207,6.012,0.814,0.568,0.407,0.256
1764063772569,15.958,18.426,5.799,0.814,0.568,0.407,0.256
1764063773256,15.958,18.426,5.799,0.813,0.568,0.407,0.256
1764063773326,16.991,20.002,6.227,0.814,0.568,0.407,0.256
1764063773871,15.447,17.658,5.589,0.814,0.568,0.408,0.256
1764063774810,16.473,19.207,6.012,0.814,0.57,0.409,0.256
1764063775509,16.473,19.207,6.012,0.814,0.569,0.408,0.257
1764063775570,17.513,20.809,6.444,0.813,0.569,0.407,0.256
1764063776596,16.473,19.207,6.012,0.814,0.569,0.409,0.256
1764063776787,17.513,20.809,6.444,0.814,0.569,0.409,0.256
1764063777558,16.991,20.002,6.227,0.813,0.568,0.409,0.256
1764063777802,16.473,19.207,6.012,0.813,0.569,0.41,0.256
1764063778141,16.473,19.207,6.012,0.814,0.569,0.41,0.256
1764063778169,16.991,20.002,6.227,0.814,0.57,0.411,0.256
1764063778848,15.958,18.426,5.799,0.814,0.569,0.41,0.256
1764063779056,16.991,20.002,6.227,0.814,0.57,0.411,0.256
1764063779882,18.038,21.628,6.663,0.814,0.569,0.41,0.257
1764063779912,16.991,20.002,6.227,0.814,0.569,0.411,0.256
1764063780738,16.473,19.207,6.012,0.814,0.569,0.412,0.256
1764063781383,16.991,20.002,6.227,0.813,0.57,0.411,0.256
1764063781834,16.991,20.002,6.227,0.814,0.569,0.412,0.257
1764063782420,16.991,20.002,6.227,0.813,0.57,0.412,0.256
1764063783445,16.991,20.002,6.227,0.814,0.569,0.412,0.256
1764063783901,17.513,20.809,6.444,0.814,0.57,0.412,0.256
1764063784764,16.991,20.002,6.227,0.814,0.57,0.412,0.256
1764063785045,17.513,20.809,6.444,0.814,0.569,0.413,0.256
1764063785511,17.513,20.809,6.444,0.814,0.57,0.413,0.256
1764063786072,16.991,20.002,6.227,0.813,0.57,0.413,0.256
1764063786531,16.473,19.207,6.012,0.814,0.57,0.413,0.256
1764063787102,17.513,20.809,6.444,0.813,0.57,0.413,0.256
1764063787536,17.513,20.809,6.444,0.814,0.57,0.414,0.256
1764063788104,15.958,18.426,5.799,0.813,0.57,0.414,0.254
1764063788592,15.958,18.426,5.799,0.813,0.57,0.413,0.253
1764063789436,16.991,20.002,6.227,0.813,0.57,0.414,0.256
1764063789656,17.513,20.809,6.444,0.815,0.571,0.414,0.254
1764063789993,16.991,20.002,6.227,0.814,0.571,0.414,0.256
1764063790723,16.473,19.207,6.012,0.814,0.571,0.414,0.256
1764063791153,16.473,19.207,6.012,0.814,0.571,0.414,0.256
1764063792083,16.991,20.002,6.227,0.813,0.57,0.414,0.256
1764063792547,17.513,20.809,6.444,0.814,0.571,0.416,0.256
1764063792784,16.473,19.207,6.012,0.813,0.571,0.415,0.256
1764063792814,15.958,18.426,5.799,0.814,0.571,0.414,0.256
1764063793770,15.958,18.426,5.799,0.813,0.571,0.415,0.256
1764063794183,16.473,19.207,6.012,0.814,0.57,0.415,0.256
1764063794727,16.991,20.002,6.227,0.814,0.571,0.414,0.256
1764063795098,18.038,21.628,6.663,0.814,0.572,0.416,0.256
1764063795416,15.958,18.426,5.799,0.814,0.572,0.416,0.256
1764063796124,16.991,20.002,6.227,0.813,0.572,0.416,0.256
1764063796786,17.513,20.809,6.444,0.814,0.572,0.417,0.256
1764063797462,16.991,20.002,6.227,0.814,0.572,0.416,0.256
1764063797462,16.991,20.002,6.227,0.813,0.572,0.416,0.256
1764063798003,16.991,20.002,6.227,0.814,0.572,0.415,0.256
1764063798463,16.991,20.002,6.227,0.814,0.572,0.417,0.256
1764063798959,16.991,20.002,6.227,0.814,0.572,0.416,0.256
1764063799699,17.513,20.809,6.444,0.813,0.572,0.416,0.256
1764063800073,17.513,20.809,6.444,0.813,0.572,0.416,0.256
1764063800447,16.991,20.002,6.227,0.813,0.573,0.416,0.256
1764063801122,16.991,20.002,6.227,0.814,0.573,0.416,0.256
1764063801583,15.958,18.426,5.799,0.814,0.573,0.417,0.256
1764063802034,16.991,20.002,6.227,0.814,0.572,0.416,0.256
1764063802781,17.513,20.809,6.444,0.814,0.572,0.416,0.256
1764063804210,17.513,20.809,6.444,0.814,0.572,0.417,0.256
1764063804210,18.038,21.628,6.663,0.815,0.573,0.417,0.256
1764063804971,16.991,20.002,6.227,0.814,0.573,0.417,0.256
1764063805324,16.473,19.207,6.012,0.813,0.573,0.417,0.256
1764063805682,16.473,19.207,6.012,0.814,0.573,0.417,0.256
1764063806166,16.473,19.207,6.012,0.814,0.573,0.418,0.256
1764063806917,16.991,20.002,6.227,0.814,0.573,0.417,0.256
1764063807116,17.513,20.809,6.444,0.813,0.573,0.417,0.256
1764063807137,17.513,20.809,6.444,0.814,0.573,0.418,0.254
1764063807945,16.473,19.207,6.012,0.813,0.573,0.418,0.256
1764063808334,15.958,18.426,5.799,0.814,0.572,0.418,0.256
1764063808509,17.513,20.809,6.444,0.813,0.573,0.418,0.254
1764063809086,15.958,18.426,5.799,0.813,0.573,0.418,0.253
1764063809621,16.473,19.207,6.012,0.813,0.573,0.418,0.254
1764063810095,17.513,20.809,6.444,0.813,0.576,0.418,0.254
1764063810770,15.958,18.426,5.799,0.813,0.576,0.418,0.256
1764063811144,16.991,20.002,6.227,0.814,0.576,0.418,0.256
1764063811576,16.991,20.002,6.227,0.814,0.576,0.42,0.254
1764063812268,16.473,19.207,6.012,0.812,0.576,0.418,0.253
1764063812551,17.513,20.809,6.444,0.813,0.576,0.42,0.253
1764063813035,16.991,20.002,6.227,0.813,0.576,0.42,0.256
1764063813477,15.958,18.426,5.799,0.814,0.576,0.419,0.253
1764063813861,16.991,20.002,6.227,0.813,0.576,0.42,0.253
1764063814353,17.513,20.809,6.444,0.814,0.576,0.419,0.253
1764063814603,16.473,19.207,6.012,0.813,0.576,0.418,0.253
1764063814882,16.991,20.002,6.227,0.813,0.576,0.418,0.252
1764063815430,15.958,18.426,5.799,0.814,0.576,0.42,0.254
1764063816206,16.991,20.002,6.227,0.813,0.576,0.418,0.252
1764063816907,16.991,20.002,6.227,0.813,0.576,0.418,0.253
1764063817553,17.513,20.809,6.444,0.813,0.576,0.42,0.252
1764063818106,16.991,20.002,6.227,0.813,0.576,0.42,0.253
1764063818573,17.513,20.809,6.444,0.813,0.576,0.418,0.253
1764063819045,16.991,20.002,6.227,0.813,0.576,0.419,0.252
1764063820253,17.513,20.809,6.444,0.812,0.576,0.42,0.251
1764063820820,17.513,20.809,6.444,0.813,0.576,0.42,0.252
1764063821194,18.038,21.628,6.663,0.812,0.576,0.42,0.251
1764063821923,16.991,20.002,6.227,0.813,0.576,0.419,0.251
1764063822508,17.513,20.809,6.444,0.813,0.576,0.42,0.251
1764063823153,16.991,20.002,6.227,0.813,0.576,0.42,0.25
1764063823911,17.513,20.809,6.444,0.812,0.576,0.42,0.249
1764063824318,17.513,20.809,6.444,0.813,0.576,0.418,0.249
1764063824761,17.513,20.809,6.444,0.812,0.576,0.418,0.25
1764063824761,16.991,20.002,6.227,0.812,0.576,0.417,0.249
1764063834132,15.958,18.426,5.799,0.812,0.576,0.416,0.247
1764063835635,22.36,28.641,8.499,0.804,0.577,0.396,0.224
1764063835757,15.958,18.426,5.799,0.804,0.577,0.396,0.223
1764063836045,15.447,17.658,5.589,0.804,0.578,0.396,0.223
1764063836489,15.447,17.658,5.589,0.804,0.577,0.395,0.221
1764063836568,15.958,18.426,5.799,0.802,0.577,0.394,0.221
1764063837161,15.958,18.426,5.799,0.802,0.578,0.393,0.22
1764063837424,15.447,17.658,5.589,0.802,0.577,0.392,0.221
1764063838176,15.958,18.426,5.799,0.802,0.577,0.391,0.217
1764063838666,16.991,20.002,6.227,0.802,0.578,0.39,0.217
1764063839239,15.447,17.658,5.589,0.801,0.577,0.389,0.216
1764063839577,16.473,19.207,6.012,0.801,0.578,0.387,0.214
1764063840061,16.473,19.207,6.012,0.8,0.578,0.386,0.213
1764063841089,16.473,19.207,6.012,0.8,0.578,0.385,0.212
1764063841378,16.991,20.002,6.227,0.8,0.578,0.382,0.209
1764063842036,15.958,18.426,5.799,0.8,0.578,0.381,0.208
1764063842788,16.473,19.207,6.012,0.798,0.578,0.38,0.208
1764063843274,15.958,18.426,5.799,0.797,0.578,0.378,0.206
1764063844358,16.473,19.207,6.012,0.796,0.578,0.377,0.206
1764063844876,16.991,20.002,6.227,0.796,0.578,0.374,0.204
1764063845252,16.473,19.207,6.012,0.795,0.577,0.372,0.202
1764063846067,16.473,19.207,6.012,0.794,0.578,0.37,0.202
1764063846541,16.473,19.207,6.012,0.794,0.578,0.37,0.201
1764063846981,16.473,19.207,6.012,0.794,0.577,0.368,0.2
1764063847560,16.473,19.207,6.012,0.794,0.578,0.367,0.199
1764063847753,15.958,18.426,5.799,0.793,0.578,0.365,0.197
1764063848629,14.939,16.903,5.381,0.793,0.578,0.365,0.197
1764063849064,15.447,17.658,5.589,0.792,0.578,0.364,0.197
1764063849476,15.958,18.426,5.799,0.793,0.578,0.362,0.195
1764063850300,16.473,19.207,6.012,0.791,0.578,0.36,0.194
1764063850865,15.958,18.426,5.799,0.791,0.578,0.359,0.193
1764063851427,15.958,18.426,5.799,0.791,0.578,0.358,0.192
1764063852089,16.473,19.207,6.012,0.79,0.578,0.358,0.192
1764063852658,15.447,17.658,5.589,0.789,0.578,0.356,0.19
1764063853070,15.958,18.426,5.799,0.789,0.578,0.356,0.19
1764063853822,15.958,18.426,5.799,0.789,0.578,0.354,0.189
1764063855773,15.447,17.658,5.589,0.789,0.579,0.353,0.188
1764063857760,17.513,20.809,6.444,0.785,0.578,0.342,0.179
1764063858280,14.939,16.903,5.381,0.784,0.578,0.341,0.178
1764063858583,14.939,16.903,5.381,0.782,0.578,0.34,0.178
1764063858837,13.437,14.716,4.773,0.782,0.578,0.34,0.178
1764063859076,14.435,16.161,5.176,0.782,0.578,0.338,0.177
1764063859513,14.435,16.161,5.176,0.782,0.578,0.337,0.178
1764063860170,14.435,16.161,5.176,0.781,0.578,0.337,0.177
1764063860637,14.939,16.903,5.381,0.782,0.578,0.336,0.176
1764063861133,15.447,17.658,5.589,0.782,0.578,0.335,0.175
1764063861711,18.038,21.628,6.663,0.786,0.578,0.348,0.184
1764063861772,15.447,17.658,5.589,0.781,0.578,0.333,0.174
1764063862254,15.447,17.658,5.589,0.78,0.578,0.332,0.173
1764063862694,15.447,17.658,5.589,0.78,0.578,0.33,0.172
1764063863369,13.934,15.432,4.973,0.78,0.578,0.329,0.172
1764063863746,14.939,16.903,5.381,0.78,0.578,0.329,0.172
1764063864984,15.447,17.658,5.589,0.78,0.579,0.326,0.17
1764063867098,15.447,17.658,5.589,0.778,0.578,0.325,0.169
1764063867568,16.473,19.207,6.012,0.777,0.578,0.321,0.167
1764063867980,15.958,18.426,5.799,0.776,0.579,0.317,0.165
1764063868323,14.435,16.161,5.176,0.774,0.578,0.316,0.165
1764063869298,14.435,16.161,5.176,0.775,0.579,0.316,0.164
1764063869752,14.939,16.903,5.381,0.774,0.579,0.313,0.163
1764063870385,14.435,16.161,5.176,0.774,0.578,0.313,0.162
1764063870696,14.939,16.903,5.381,0.773,0.579,0.31,0.16
1764063871247,14.939,16.903,5.381,0.773,0.58,0.309,0.161
1764063871458,13.437,14.716,4.773,0.773,0.578,0.308,0.16
1764063872080,14.435,16.161,5.176,0.773,0.578,0.308,0.159
1764063872921,14.435,16.161,5.176,0.772,0.579,0.306,0.159
1764063873417,15.447,17.658,5.589,0.772,0.578,0.305,0.157
1764063873991,13.437,14.716,4.773,0.772,0.578,0.304,0.158
1764063874243,13.934,15.432,4.973,0.772,0.578,0.304,0.158
1764063874432,14.435,16.161,5.176,0.772,0.579,0.302,0.156
1764063874469,13.934,15.432,4.973,0.772,0.579,0.302,0.155
1764063875562,13.437,14.716,4.773,0.771,0.578,0.302,0.155
1764063876205,13.934,15.432,4.973,0.77,0.579,0.301,0.155
1764063876787,14.939,16.903,5.381,0.77,0.578,0.299,0.153
1764063877826,14.939,16.903,5.381,0.769,0.579,0.297,0.152
1764063878399,14.939,16.903,5.381,0.769,0.578,0.295,0.15
1764063878849,14.435,16.161,5.176,0.769,0.579,0.295,0.149
1764063879306,13.934,15.432,4.973,0.768,0.578,0.293,0.149
1764063879773,13.934,15.432,4.973,0.768,0.579,0.292,0.149
1764063880253,14.435,16.161,5.176,0.768,0.579,0.292,0.148
1764063880537,12.944,14.014,4.575,0.768,0.578,0.29,0.148
1764063880742,13.437,14.716,4.773,0.768,0.578,0.29,0.149
1764063881073,13.437,14.716,4.773,0.768,0.578,0.289,0.147
1764063881401,12.944,14.014,4.575,0.768,0.579,0.289,0.148
1764063881979,12.944,14.014,4.575,0.768,0.578,0.289,0.146
1764063882023,14.435,16.161,5.176,0.768,0.578,0.287,0.146
1764063883071,12.944,14.014,4.575,0.768,0.578,0.287,0.147
1764063883628,13.934,15.432,4.973,0.768,0.578,0.286,0.146
1764063884127,13.934,15.432,4.973,0.768,0.579,0.285,0.145
1764063884775,14.435,16.161,5.176,0.768,0.578,0.284,0.145
1764063885300,14.435,16.161,5.176,0.768,0.578,0.283,0.144
1764063886179,13.437,14.716,4.773,0.768,0.578,0.282,0.144
1764063886375,14.435,16.161,5.176,0.768,0.578,0.281,0.143
1764063886798,13.934,15.432,4.973,0.768,0.579,0.281,0.143
1764063887380,12.455,13.325,4.379,0.768,0.578,0.281,0.143
1764063887758,13.437,14.716,4.773,0.768,0.578,0.281,0.142
1764063887958,13.437,14.716,4.773,0.768,0.578,0.279,0.142
1764063888797,13.437,14.716,4.773,0.768,0.578,0.279,0.142
1764063889186,13.934,15.432,4.973,0.768,0.578,0.279,0.141
1764063889769,13.437,14.716,4.773,0.768,0.578,0.278,0.141
1764063890214,14.435,16.161,5.176,0.763,0.578,0.277,0.14
1764063890668,12.455,13.325,4.379,0.768,0.579,0.276,0.14
1764063891436,13.437,14.716,4.773,0.768,0.578,0.276,0.14
1764063891999,14.435,16.161,5.176,0.764,0.577,0.274,0.138
1764063892579,13.934,15.432,4.973,0.764,0.578,0.274,0.139
1764063892678,13.934,15.432,4.973,0.764,0.577,0.273,0.138
1764063893525,12.455,13.325,4.379,0.768,0.578,0.273,0.138
1764063893546,13.934,15.432,4.973,0.764,0.577,0.272,0.138
1764063893899,12.455,13.325,4.379,0.764,0.577,0.273,0.138
1764063894466,12.455,13.325,4.379,0.763,0.577,0.272,0.138
1764063894472,12.944,14.014,4.575,0.763,0.577,0.272,0.138
1764063895097,12.455,13.325,4.379,0.764,0.577,0.272,0.138
1764063895200,13.437,14.716,4.773,0.768,0.578,0.271,0.137
1764063895656,12.455,13.325,4.379,0.764,0.577,0.271,0.138
