ts,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1764059125698,23.472,30.519,8.98,0.867,0.922,0.66,0.078
1764059126346,23.472,30.519,8.98,0.867,0.921,0.661,0.078
1764059126550,24.033,31.476,9.224,0.867,0.922,0.661,0.077
1764059126674,24.033,31.476,9.224,0.868,0.923,0.662,0.078
1764059127016,23.472,30.519,8.98,0.868,0.922,0.661,0.077
1764059127024,23.472,30.519,8.98,0.867,0.922,0.661,0.078
1764059127386,23.472,30.519,8.98,0.869,0.922,0.662,0.078
1764059127943,22.914,29.574,8.739,0.867,0.922,0.661,0.078
1764059128151,23.472,30.519,8.98,0.866,0.921,0.662,0.078
1764059128173,25.735,34.423,9.968,0.868,0.921,0.661,0.078
1764059128649,23.472,30.519,8.98,0.868,0.922,0.661,0.078
