ts,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
1764057869281,55.89,94.904,24.006,0.946,0.905,0.938,0.434
1764057869651,55.89,94.904,24.006,0.946,0.905,0.937,0.433
1764057869839,57.316,98.082,24.701,0.946,0.905,0.938,0.432
1764057870045,55.89,94.904,24.006,0.946,0.903,0.938,0.433
1764057870204,55.89,94.904,24.006,0.945,0.905,0.938,0.432
1764057870496,55.89,94.904,24.006,0.946,0.905,0.937,0.432
1764057871063,55.89,94.904,24.006,0.946,0.905,0.938,0.43
1764057871430,58.753,101.31,25.404,0.945,0.905,0.938,0.43
1764057871785,56.602,96.487,24.352,0.947,0.905,0.938,0.43
1764057872104,55.89,94.904,24.006,0.946,0.906,0.937,0.429
1764057872294,56.602,96.487,24.352,0.946,0.906,0.937,0.428
1764057872654,55.182,93.334,23.661,0.946,0.906,0.938,0.427
1764057872839,55.89,94.904,24.006,0.945,0.905,0.937,0.427
1764057873317,55.89,94.904,24.006,0.946,0.906,0.937,0.426
1764057873413,55.89,94.904,24.006,0.945,0.905,0.935,0.424
1764057873577,55.182,93.334,23.661,0.946,0.905,0.935,0.423
1764057874043,55.182,93.334,23.661,0.946,0.906,0.935,0.423
1764057874429,55.182,93.334,23.661,0.945,0.905,0.935,0.424
1764057874752,55.182,93.334,23.661,0.946,0.905,0.935,0.424
1764057874914,56.602,96.487,24.352,0.946,0.906,0.935,0.424
1764057875395,55.182,93.334,23.661,0.945,0.905,0.935,0.422
1764057875563,55.89,94.904,24.006,0.945,0.906,0.934,0.426
1764057875968,54.476,91.777,23.319,0.945,0.905,0.935,0.426
1764057875995,55.182,93.334,23.661,0.945,0.906,0.935,0.427
1764057876333,54.476,91.777,23.319,0.946,0.906,0.937,0.427
1764057876792,54.476,91.777,23.319,0.946,0.905,0.935,0.428
1764057877096,54.476,91.777,23.319,0.945,0.906,0.935,0.428
1764057877097,55.182,93.334,23.661,0.946,0.906,0.935,0.43
1764057877435,55.182,93.334,23.661,0.946,0.906,0.935,0.43
1764057877735,54.476,91.777,23.319,0.945,0.906,0.935,0.432
1764057878031,54.476,91.777,23.319,0.945,0.906,0.935,0.433
1764057878414,54.476,91.777,23.319,0.946,0.905,0.935,0.433
1764057878414,55.182,93.334,23.661,0.946,0.906,0.935,0.433
1764057879710,54.476,91.777,23.319,0.946,0.906,0.935,0.433
1764057880648,57.316,98.082,24.701,0.945,0.905,0.935,0.432
1764057880826,57.316,98.082,24.701,0.946,0.906,0.935,0.429
1764057881037,53.774,90.232,22.978,0.945,0.905,0.935,0.429
1764057881158,54.476,91.777,23.319,0.945,0.906,0.935,0.427
1764057881464,54.476,91.777,23.319,0.945,0.905,0.934,0.429
1764057881863,53.774,90.232,22.978,0.945,0.906,0.935,0.426
1764057882053,54.476,91.777,23.319,0.945,0.905,0.935,0.426
1764057882445,54.476,91.777,23.319,0.945,0.908,0.935,0.425
1764057882731,54.476,91.777,23.319,0.945,0.906,0.935,0.424
1764057882916,54.476,91.777,23.319,0.946,0.906,0.935,0.424
1764057883471,54.476,91.777,23.319,0.945,0.906,0.934,0.423
1764057883590,55.182,93.334,23.661,0.945,0.906,0.934,0.421
1764057884039,53.774,90.232,22.978,0.946,0.906,0.934,0.421
1764057884491,54.476,91.777,23.319,0.945,0.906,0.935,0.422
1764057884797,55.182,93.334,23.661,0.945,0.906,0.934,0.42
1764057884908,53.774,90.232,22.978,0.945,0.906,0.934,0.418
1764057885997,53.774,90.232,22.978,0.945,0.906,0.934,0.42
1764057886370,56.602,96.487,24.352,0.945,0.906,0.934,0.42
1764057886492,55.182,93.334,23.661,0.945,0.906,0.934,0.418
1764057887150,53.074,88.7,22.639,0.945,0.906,0.934,0.42
1764057887471,55.182,93.334,23.661,0.946,0.907,0.934,0.418
1764057887693,53.774,90.232,22.978,0.945,0.906,0.934,0.42
1764057888072,53.774,90.232,22.978,0.945,0.906,0.933,0.42
1764057888547,52.377,87.18,22.303,0.945,0.906,0.933,0.418
1764057888894,54.476,91.777,23.319,0.945,0.905,0.934,0.419
1764057889288,54.476,91.777,23.319,0.945,0.906,0.933,0.421
1764057889688,54.476,91.777,23.319,0.945,0.906,0.932,0.419
1764057889727,53.774,90.232,22.978,0.945,0.905,0.933,0.419
1764057890272,53.774,90.232,22.978,0.946,0.906,0.934,0.421
1764057890525,53.774,90.232,22.978,0.946,0.906,0.934,0.425
1764057890547,53.774,90.232,22.978,0.948,0.907,0.934,0.429
1764057890938,53.074,88.7,22.639,0.948,0.906,0.934,0.432
1764057891542,53.074,88.7,22.639,0.949,0.907,0.935,0.436
1764057891755,54.476,91.777,23.319,0.95,0.906,0.938,0.44
1764057891936,53.774,90.232,22.978,0.951,0.906,0.938,0.446
1764057892580,53.774,90.232,22.978,0.952,0.906,0.94,0.446
1764057892666,54.476,91.777,23.319,0.953,0.906,0.94,0.45
1764057892955,53.774,90.232,22.978,0.955,0.907,0.94,0.453
1764057893328,53.774,90.232,22.978,0.957,0.906,0.94,0.455
1764057893511,53.774,90.232,22.978,0.956,0.906,0.941,0.456
1764057893892,54.476,91.777,23.319,0.957,0.906,0.942,0.458
1764057894274,54.476,91.777,23.319,0.96,0.908,0.943,0.462
1764057894657,55.182,93.334,23.661,0.96,0.906,0.943,0.462
1764057894858,54.476,91.777,23.319,0.96,0.908,0.943,0.464
1764057894964,55.182,93.334,23.661,0.96,0.907,0.945,0.463
1764057895494,54.476,91.777,23.319,0.961,0.907,0.946,0.466
1764057896231,55.89,94.904,24.006,0.962,0.907,0.948,0.47
1764057896456,57.316,98.082,24.701,0.965,0.907,0.949,0.469
1764057896711,55.182,93.334,23.661,0.965,0.907,0.949,0.47
1764057896878,55.182,93.334,23.661,0.964,0.907,0.949,0.471
1764057897285,55.89,94.904,24.006,0.965,0.907,0.949,0.47
1764057897523,55.89,94.904,24.006,0.966,0.907,0.95,0.473
1764057898197,55.89,94.904,24.006,0.966,0.906,0.95,0.473
1764057898607,58.033,99.69,25.051,0.966,0.907,0.951,0.474
1764057898967,57.316,98.082,24.701,0.967,0.907,0.951,0.475
1764057899482,57.316,98.082,24.701,0.967,0.908,0.951,0.476
1764057899924,58.033,99.69,25.051,0.969,0.907,0.953,0.476
1764057900277,57.316,98.082,24.701,0.97,0.908,0.954,0.478
1764057900460,58.033,99.69,25.051,0.97,0.908,0.956,0.478
1764057900866,57.316,98.082,24.701,0.97,0.908,0.956,0.48
1764057901241,58.033,99.69,25.051,0.97,0.908,0.956,0.478
1764057901492,58.753,101.31,25.404,0.97,0.908,0.956,0.482
1764057901769,58.753,101.31,25.404,0.971,0.908,0.957,0.48
1764057901986,59.476,102.943,25.758,0.971,0.909,0.957,0.482
1764057902336,58.753,101.31,25.404,0.972,0.909,0.957,0.484
1764057902920,59.476,102.943,25.758,0.973,0.908,0.958,0.482
1764057903301,59.476,102.943,25.758,0.972,0.909,0.957,0.482
1764057903821,60.93,106.248,26.473,0.973,0.909,0.96,0.482
1764057904295,60.202,104.589,26.115,0.973,0.909,0.96,0.484
1764057904601,60.93,106.248,26.473,0.973,0.909,0.961,0.484
1764057904969,60.93,106.248,26.473,0.974,0.909,0.96,0.487
1764057905365,60.93,106.248,26.473,0.974,0.909,0.962,0.484
1764057905622,61.662,107.919,26.834,0.974,0.909,0.961,0.484
1764057906110,60.93,106.248,26.473,0.974,0.91,0.961,0.484
1764057906755,62.396,109.603,27.197,0.975,0.909,0.964,0.487
1764057907120,62.396,109.603,27.197,0.975,0.909,0.964,0.486
1764057907302,63.134,111.301,27.561,0.975,0.909,0.964,0.486
1764057908101,61.662,107.919,26.834,0.976,0.91,0.964,0.485
1764057908669,62.396,109.603,27.197,0.975,0.909,0.964,0.486
1764057908986,64.618,114.733,28.296,0.976,0.911,0.964,0.487
1764057909480,63.874,113.01,27.928,0.976,0.91,0.965,0.486
1764057910059,63.874,113.01,27.928,0.977,0.909,0.964,0.485
1764057910394,65.364,116.469,28.667,0.977,0.91,0.965,0.486
1764057910883,64.618,114.733,28.296,0.976,0.911,0.964,0.488
1764057911065,65.364,116.469,28.667,0.976,0.91,0.964,0.485
1764057911544,64.618,114.733,28.296,0.977,0.912,0.965,0.485
1764057911809,65.364,116.469,28.667,0.977,0.912,0.965,0.485
1764057912089,65.364,116.469,28.667,0.976,0.911,0.964,0.486
1764057912575,65.364,116.469,28.667,0.977,0.912,0.966,0.486
1764057912740,66.113,118.218,29.04,0.977,0.912,0.966,0.488
1764057912845,65.364,116.469,28.667,0.978,0.912,0.966,0.485
1764057913298,65.364,116.469,28.667,0.978,0.913,0.966,0.485
1764057913486,66.113,118.218,29.04,0.977,0.912,0.966,0.486
1764057914035,66.113,118.218,29.04,0.977,0.912,0.966,0.485
1764057914281,66.865,119.98,29.414,0.977,0.913,0.966,0.485
1764057914614,66.865,119.98,29.414,0.978,0.913,0.966,0.484
1764057914721,66.113,118.218,29.04,0.978,0.912,0.966,0.484
1764057915199,66.865,119.98,29.414,0.977,0.913,0.966,0.484
1764057915601,66.865,119.98,29.414,0.978,0.913,0.967,0.484
1764057915644,68.378,123.542,30.17,0.978,0.912,0.966,0.484
1764057916016,66.865,119.98,29.414,0.977,0.912,0.966,0.485
1764057916506,67.62,121.754,29.791,0.978,0.913,0.967,0.482
1764057916895,67.62,121.754,29.791,0.977,0.913,0.966,0.484
1764057916896,68.378,123.542,30.17,0.978,0.913,0.967,0.485
1764057917265,67.62,121.754,29.791,0.978,0.913,0.967,0.485
1764057917273,67.62,121.754,29.791,0.977,0.913,0.967,0.485
1764057917578,68.378,123.542,30.17,0.978,0.913,0.967,0.484
1764057917902,68.378,123.542,30.17,0.978,0.914,0.967,0.484
1764057918656,69.903,127.157,30.933,0.978,0.913,0.967,0.485
1764057918961,69.903,127.157,30.933,0.978,0.914,0.967,0.485
1764057919058,69.903,127.157,30.933,0.978,0.914,0.967,0.482
1764057919700,69.139,125.343,30.551,0.978,0.914,0.967,0.484
1764057920254,70.67,128.984,31.318,0.978,0.914,0.967,0.482
1764057920464,73.767,136.425,32.878,0.977,0.914,0.967,0.483
1764057920719,69.903,127.157,30.933,0.977,0.915,0.967,0.483
1764057920897,69.903,127.157,30.933,0.978,0.916,0.969,0.482
1764057921276,69.903,127.157,30.933,0.978,0.915,0.967,0.483
1764057921416,70.67,128.984,31.318,0.978,0.916,0.969,0.482
1764057921519,70.67,128.984,31.318,0.979,0.915,0.97,0.483
1764057922070,70.67,128.984,31.318,0.978,0.914,0.969,0.483
1764057922234,70.67,128.984,31.318,0.978,0.914,0.969,0.482
1764057922725,72.212,132.678,32.094,0.978,0.914,0.967,0.483
1764057922898,69.903,127.157,30.933,0.977,0.916,0.969,0.482
1764057923644,71.44,130.825,31.705,0.979,0.914,0.968,0.484
1764057924125,73.767,136.425,32.878,0.978,0.916,0.969,0.484
1764057924866,72.988,134.545,32.485,0.978,0.916,0.967,0.484
1764057925159,76.121,142.146,34.07,0.978,0.916,0.969,0.482
1764057925517,72.988,134.545,32.485,0.978,0.916,0.967,0.484
1764057925886,72.988,134.545,32.485,0.978,0.914,0.967,0.48
1764057926178,73.767,136.425,32.878,0.978,0.916,0.969,0.482
1764057926273,72.212,132.678,32.094,0.978,0.916,0.967,0.481
1764057926589,72.988,134.545,32.485,0.978,0.916,0.968,0.483
1764057926674,72.988,134.545,32.485,0.978,0.917,0.97,0.484
1764057927116,72.988,134.545,32.485,0.978,0.916,0.969,0.483
1764057927249,72.988,134.545,32.485,0.978,0.916,0.968,0.482
1764057927493,72.988,134.545,32.485,0.978,0.917,0.97,0.481
1764057927904,72.988,134.545,32.485,0.978,0.917,0.969,0.48
1764057928070,73.767,136.425,32.878,0.978,0.917,0.968,0.478
1764057928652,73.767,136.425,32.878,0.977,0.917,0.967,0.478
1764057928987,75.333,140.226,33.671,0.978,0.917,0.967,0.48
1764057929312,73.767,136.425,32.878,0.978,0.917,0.969,0.478
1764057929636,74.549,138.319,33.273,0.978,0.917,0.969,0.477
1764057929670,75.333,140.226,33.671,0.977,0.918,0.967,0.478
1764057930051,73.767,136.425,32.878,0.977,0.917,0.969,0.477
1764057930656,74.549,138.319,33.273,0.978,0.917,0.967,0.478
1764057930885,74.549,138.319,33.273,0.977,0.917,0.967,0.477
1764057931162,76.121,142.146,34.07,0.978,0.918,0.967,0.477
1764057931381,74.549,138.319,33.273,0.978,0.918,0.968,0.477
1764057931613,75.333,140.226,33.671,0.977,0.918,0.969,0.477
1764057931943,74.549,138.319,33.273,0.977,0.918,0.967,0.476
1764057932522,75.333,140.226,33.671,0.978,0.918,0.967,0.477
1764057932867,76.911,144.08,34.471,0.977,0.919,0.967,0.475
1764057932988,75.333,140.226,33.671,0.977,0.919,0.967,0.472
1764057933341,75.333,140.226,33.671,0.977,0.919,0.967,0.472
1764057933541,75.333,140.226,33.671,0.977,0.919,0.967,0.471
1764057933914,76.121,142.146,34.07,0.975,0.918,0.966,0.47
1764057934178,75.333,140.226,33.671,0.976,0.919,0.967,0.47
1764057934446,76.121,142.146,34.07,0.976,0.919,0.967,0.47
1764057934661,76.121,142.146,34.07,0.975,0.919,0.966,0.47
1764057935119,76.121,142.146,34.07,0.975,0.919,0.966,0.468
1764057935397,76.121,142.146,34.07,0.975,0.918,0.966,0.467
1764057935984,77.705,146.027,34.875,0.974,0.919,0.966,0.464
1764057936086,77.705,146.027,34.875,0.974,0.92,0.966,0.461
1764057936550,76.121,142.146,34.07,0.973,0.921,0.966,0.461
1764057937104,76.121,142.146,34.07,0.973,0.921,0.965,0.459
1764057937847,76.121,142.146,34.07,0.973,0.919,0.965,0.459
1764057938205,79.301,149.963,35.688,0.97,0.921,0.964,0.455
1764057938621,77.705,146.027,34.875,0.97,0.921,0.964,0.452
1764057938887,76.121,142.146,34.07,0.97,0.921,0.964,0.45
1764057939386,77.705,146.027,34.875,0.97,0.92,0.962,0.448
1764057939617,76.911,144.08,34.471,0.969,0.922,0.964,0.446
1764057940195,77.705,146.027,34.875,0.969,0.921,0.961,0.444
1764057940767,77.705,146.027,34.875,0.966,0.921,0.962,0.442
1764057941156,76.911,144.08,34.471,0.967,0.921,0.96,0.439
1764057941349,77.705,146.027,34.875,0.966,0.922,0.96,0.438
1764057941762,77.705,146.027,34.875,0.966,0.922,0.958,0.437
1764057942027,76.911,144.08,34.471,0.966,0.921,0.96,0.435
1764057942385,76.911,144.08,34.471,0.966,0.922,0.958,0.433
1764057942576,76.911,144.08,34.471,0.966,0.922,0.96,0.433
1764057942752,76.121,142.146,34.07,0.965,0.922,0.958,0.433
1764057943332,76.121,142.146,34.07,0.965,0.922,0.957,0.429
1764057943905,76.911,144.08,34.471,0.964,0.922,0.957,0.43
1764057944541,76.911,144.08,34.471,0.965,0.922,0.957,0.427
1764057944730,79.301,149.963,35.688,0.964,0.922,0.956,0.426
1764057945180,76.911,144.08,34.471,0.964,0.922,0.956,0.423
1764057945401,76.121,142.146,34.07,0.962,0.922,0.956,0.422
1764057945858,76.121,142.146,34.07,0.962,0.923,0.954,0.422
1764057946129,76.121,142.146,34.07,0.962,0.922,0.954,0.419
1764057946540,77.705,146.027,34.875,0.962,0.923,0.953,0.417
1764057946791,76.911,144.08,34.471,0.962,0.923,0.953,0.416
1764057947075,76.121,142.146,34.07,0.961,0.922,0.951,0.416
1764057947076,76.911,144.08,34.471,0.962,0.924,0.951,0.414
1764057947785,75.333,140.226,33.671,0.961,0.925,0.951,0.413
1764057947866,75.333,140.226,33.671,0.961,0.923,0.951,0.413
1764057948359,74.549,138.319,33.273,0.96,0.924,0.951,0.412
1764057948695,73.767,136.425,32.878,0.961,0.924,0.951,0.411
1764057948991,74.549,138.319,33.273,0.961,0.924,0.95,0.41
1764057949189,76.121,142.146,34.07,0.96,0.925,0.95,0.41
1764057949451,76.121,142.146,34.07,0.96,0.924,0.95,0.408
1764057949474,76.121,142.146,34.07,0.961,0.925,0.95,0.407
1764057949855,76.121,142.146,34.07,0.96,0.925,0.949,0.407
1764057950305,75.333,140.226,33.671,0.96,0.925,0.949,0.405
1764057950357,76.121,142.146,34.07,0.96,0.925,0.949,0.406
1764057950595,75.333,140.226,33.671,0.96,0.925,0.949,0.405
1764057951055,76.121,142.146,34.07,0.96,0.925,0.948,0.405
1764057951143,76.121,142.146,34.07,0.96,0.924,0.948,0.404
1764057951508,75.333,140.226,33.671,0.96,0.926,0.948,0.402
1764057952351,74.549,138.319,33.273,0.96,0.925,0.948,0.401
1764057952720,77.705,146.027,34.875,0.96,0.925,0.948,0.401
1764057953093,76.121,142.146,34.07,0.957,0.925,0.948,0.399
1764057953298,76.121,142.146,34.07,0.957,0.925,0.946,0.398
1764057953493,76.121,142.146,34.07,0.957,0.925,0.948,0.398
1764057953953,75.333,140.226,33.671,0.957,0.925,0.945,0.398
1764057954126,75.333,140.226,33.671,0.956,0.925,0.945,0.398
1764057954324,76.121,142.146,34.07,0.957,0.925,0.945,0.397
1764057954776,75.333,140.226,33.671,0.96,0.926,0.946,0.396
1764057954895,76.911,144.08,34.471,0.957,0.926,0.945,0.396
1764057955454,75.333,140.226,33.671,0.957,0.925,0.944,0.394
1764057955852,75.333,140.226,33.671,0.957,0.926,0.944,0.394
1764057956381,76.121,142.146,34.07,0.957,0.926,0.945,0.394
1764057956670,76.121,142.146,34.07,0.957,0.928,0.945,0.393
1764057956945,76.911,144.08,34.471,0.957,0.926,0.943,0.391
1764057957334,76.121,142.146,34.07,0.957,0.928,0.945,0.392
1764057957588,75.333,140.226,33.671,0.957,0.928,0.943,0.39
1764057958076,75.333,140.226,33.671,0.957,0.926,0.942,0.389
1764057958335,76.121,142.146,34.07,0.957,0.928,0.942,0.389
1764057958543,76.121,142.146,34.07,0.957,0.928,0.942,0.388
1764057958727,75.333,140.226,33.671,0.957,0.928,0.942,0.387
1764057959290,75.333,140.226,33.671,0.956,0.926,0.942,0.387
1764057959290,76.121,142.146,34.07,0.957,0.928,0.942,0.386
1764057959885,75.333,140.226,33.671,0.956,0.928,0.941,0.386
1764057960347,75.333,140.226,33.671,0.956,0.928,0.941,0.385
1764057960538,76.911,144.08,34.471,0.957,0.929,0.942,0.384
1764057960640,74.549,138.319,33.273,0.957,0.928,0.942,0.384
1764057960903,74.549,138.319,33.273,0.957,0.928,0.942,0.384
1764057961284,74.549,138.319,33.273,0.957,0.928,0.942,0.382
1764057961589,74.549,138.319,33.273,0.956,0.929,0.941,0.384
1764057961726,74.549,138.319,33.273,0.956,0.928,0.941,0.384
1764057962207,74.549,138.319,33.273,0.956,0.928,0.941,0.38
1764057962607,75.333,140.226,33.671,0.956,0.929,0.941,0.382
1764057963093,75.333,140.226,33.671,0.956,0.929,0.941,0.381
1764057963343,75.333,140.226,33.671,0.956,0.929,0.941,0.378
1764057963540,75.333,140.226,33.671,0.956,0.928,0.94,0.378
1764057963999,74.549,138.319,33.273,0.956,0.929,0.94,0.377
1764057964281,76.121,142.146,34.07,0.956,0.929,0.94,0.376
1764057964935,74.549,138.319,33.273,0.956,0.929,0.94,0.377
1764057965147,75.333,140.226,33.671,0.956,0.929,0.94,0.375
1764057965412,76.121,142.146,34.07,0.956,0.929,0.94,0.373
1764057965807,74.549,138.319,33.273,0.956,0.929,0.94,0.373
1764057966057,74.549,138.319,33.273,0.955,0.929,0.94,0.372
1764057966357,73.767,136.425,32.878,0.955,0.929,0.94,0.37
1764057966544,75.333,140.226,33.671,0.955,0.929,0.94,0.369
1764057967016,74.549,138.319,33.273,0.955,0.929,0.94,0.369
1764057967204,75.333,140.226,33.671,0.956,0.93,0.94,0.369
1764057967472,74.549,138.319,33.273,0.955,0.93,0.938,0.368
1764057968043,75.333,140.226,33.671,0.955,0.929,0.938,0.367
1764057968220,75.333,140.226,33.671,0.954,0.93,0.94,0.365
1764057968360,73.767,136.425,32.878,0.955,0.93,0.937,0.364
1764057968862,73.767,136.425,32.878,0.955,0.93,0.938,0.365
1764057969096,73.767,136.425,32.878,0.956,0.932,0.938,0.364
1764057969517,74.549,138.319,33.273,0.954,0.93,0.937,0.364
1764057970083,74.549,138.319,33.273,0.955,0.93,0.938,0.362
1764057970371,74.549,138.319,33.273,0.954,0.931,0.937,0.36
1764057970598,74.549,138.319,33.273,0.955,0.93,0.937,0.36
1764057971317,73.767,136.425,32.878,0.955,0.931,0.935,0.36
1764057971598,75.333,140.226,33.671,0.955,0.93,0.936,0.36
1764057972254,73.767,136.425,32.878,0.954,0.93,0.935,0.357
1764057972564,74.549,138.319,33.273,0.954,0.93,0.935,0.357
1764057973013,74.549,138.319,33.273,0.954,0.932,0.935,0.356
1764057973292,73.767,136.425,32.878,0.954,0.932,0.935,0.355
1764057973555,74.549,138.319,33.273,0.954,0.932,0.935,0.354
1764057974219,72.988,134.545,32.485,0.954,0.932,0.934,0.354
1764057974587,72.988,134.545,32.485,0.954,0.932,0.935,0.352
1764057974865,73.767,136.425,32.878,0.953,0.932,0.934,0.35
1764057975228,74.549,138.319,33.273,0.954,0.932,0.934,0.35
1764057975452,73.767,136.425,32.878,0.953,0.932,0.935,0.349
1764057975619,72.212,132.678,32.094,0.955,0.932,0.935,0.35
1764057976277,72.212,132.678,32.094,0.954,0.932,0.935,0.349
1764057976680,74.549,138.319,33.273,0.954,0.933,0.935,0.348
1764057976847,72.212,132.678,32.094,0.953,0.932,0.934,0.348
1764057977131,72.212,132.678,32.094,0.954,0.933,0.935,0.347
1764057977351,72.212,132.678,32.094,0.954,0.933,0.934,0.348
1764057977771,72.212,132.678,32.094,0.954,0.933,0.934,0.348
1764057978001,72.212,132.678,32.094,0.955,0.933,0.934,0.347
1764057978645,72.988,134.545,32.485,0.954,0.934,0.935,0.346
1764057978998,72.988,134.545,32.485,0.953,0.934,0.934,0.346
1764057979400,72.988,134.545,32.485,0.954,0.933,0.934,0.343
1764057979741,72.988,134.545,32.485,0.954,0.933,0.934,0.344
1764057980142,72.988,134.545,32.485,0.954,0.934,0.934,0.345
1764057980612,72.212,132.678,32.094,0.954,0.934,0.934,0.345
1764057980714,72.212,132.678,32.094,0.953,0.934,0.934,0.342
1764057981052,71.44,130.825,31.705,0.954,0.934,0.934,0.342
1764057981261,71.44,130.825,31.705,0.954,0.934,0.933,0.341
1764057981453,71.44,130.825,31.705,0.953,0.934,0.934,0.342
1764057982195,71.44,130.825,31.705,0.953,0.934,0.934,0.34
1764057982885,73.767,136.425,32.878,0.953,0.934,0.933,0.34
1764057983144,72.212,132.678,32.094,0.953,0.934,0.932,0.338
1764057983316,71.44,130.825,31.705,0.953,0.935,0.932,0.337
1764057983329,71.44,130.825,31.705,0.953,0.934,0.933,0.338
1764057983878,70.67,128.984,31.318,0.953,0.935,0.932,0.336
1764057984177,70.67,128.984,31.318,0.953,0.934,0.933,0.337
1764057984265,70.67,128.984,31.318,0.953,0.935,0.932,0.336
1764057984627,70.67,128.984,31.318,0.953,0.934,0.932,0.336
1764057985264,70.67,128.984,31.318,0.953,0.934,0.932,0.335
1764057985692,72.988,134.545,32.485,0.953,0.935,0.932,0.333
1764057986219,71.44,130.825,31.705,0.953,0.935,0.932,0.334
1764057986425,71.44,130.825,31.705,0.953,0.935,0.932,0.334
1764057986679,70.67,128.984,31.318,0.953,0.935,0.932,0.333
1764057986699,70.67,128.984,31.318,0.952,0.935,0.932,0.332
1764057987168,69.903,127.157,30.933,0.953,0.935,0.932,0.332
1764057987367,69.903,127.157,30.933,0.953,0.936,0.932,0.332
1764057987829,69.903,127.157,30.933,0.952,0.935,0.932,0.331
1764057988130,71.44,130.825,31.705,0.951,0.935,0.932,0.332
1764057988222,69.903,127.157,30.933,0.951,0.935,0.932,0.33
1764057988584,69.903,127.157,30.933,0.952,0.937,0.93,0.329
1764057988947,69.903,127.157,30.933,0.953,0.935,0.932,0.33
1764057989040,71.44,130.825,31.705,0.951,0.936,0.93,0.329
1764057989268,69.903,127.157,30.933,0.951,0.936,0.932,0.33
1764057989881,69.903,127.157,30.933,0.951,0.936,0.93,0.329
1764057990354,69.903,127.157,30.933,0.951,0.936,0.932,0.329
1764057990619,71.44,130.825,31.705,0.952,0.937,0.93,0.327
1764057991380,69.903,127.157,30.933,0.951,0.936,0.93,0.326
1764057991800,71.44,130.825,31.705,0.951,0.937,0.932,0.326
1764057992251,70.67,128.984,31.318,0.951,0.937,0.929,0.325
1764057992453,70.67,128.984,31.318,0.95,0.937,0.93,0.325
1764057992611,69.139,125.343,30.551,0.951,0.937,0.929,0.324
1764057993025,69.139,125.343,30.551,0.951,0.937,0.93,0.325
1764057993049,69.139,125.343,30.551,0.951,0.937,0.929,0.323
1764057993381,69.139,125.343,30.551,0.95,0.937,0.929,0.323
1764057993943,69.139,125.343,30.551,0.951,0.937,0.928,0.324
1764057994456,69.139,125.343,30.551,0.95,0.937,0.928,0.321
1764057994778,69.903,127.157,30.933,0.95,0.937,0.929,0.323
1764057995177,69.139,125.343,30.551,0.951,0.937,0.93,0.322
1764057995643,69.903,127.157,30.933,0.95,0.937,0.929,0.32
1764057995829,69.903,127.157,30.933,0.95,0.937,0.929,0.322
1764057996092,68.378,123.542,30.17,0.95,0.937,0.929,0.321
1764057996314,68.378,123.542,30.17,0.95,0.937,0.929,0.32
1764057996725,68.378,123.542,30.17,0.95,0.938,0.929,0.32
1764057996945,69.139,125.343,30.551,0.95,0.938,0.928,0.32
1764057997302,68.378,123.542,30.17,0.95,0.938,0.928,0.32
1764057997798,68.378,123.542,30.17,0.95,0.937,0.926,0.318
1764057997957,69.139,125.343,30.551,0.949,0.937,0.927,0.317
1764057998058,68.378,123.542,30.17,0.949,0.937,0.928,0.317
1764057998425,67.62,121.754,29.791,0.949,0.937,0.926,0.316
1764057998803,68.378,123.542,30.17,0.95,0.938,0.927,0.316
1764057998927,68.378,123.542,30.17,0.949,0.937,0.926,0.315
1764057999223,67.62,121.754,29.791,0.949,0.938,0.927,0.314
1764057999661,67.62,121.754,29.791,0.949,0.938,0.926,0.314
1764057999694,68.378,123.542,30.17,0.95,0.938,0.926,0.313
1764058000220,67.62,121.754,29.791,0.949,0.938,0.926,0.311
1764058000348,67.62,121.754,29.791,0.948,0.938,0.926,0.311
1764058000970,66.865,119.98,29.414,0.949,0.938,0.926,0.31
1764058001537,68.378,123.542,30.17,0.948,0.938,0.926,0.308
1764058002077,68.378,123.542,30.17,0.949,0.938,0.925,0.307
1764058002368,68.378,123.542,30.17,0.948,0.938,0.924,0.306
1764058002834,68.378,123.542,30.17,0.948,0.938,0.924,0.305
1764058003066,67.62,121.754,29.791,0.946,0.938,0.925,0.304
1764058003232,67.62,121.754,29.791,0.948,0.938,0.925,0.303
1764058003506,66.865,119.98,29.414,0.946,0.938,0.924,0.303
1764058003892,66.113,118.218,29.04,0.948,0.939,0.924,0.302
1764058004080,66.865,119.98,29.414,0.948,0.938,0.924,0.302
1764058004659,66.113,118.218,29.04,0.946,0.938,0.924,0.301
1764058004952,67.62,121.754,29.791,0.947,0.939,0.924,0.302
1764058005136,66.113,118.218,29.04,0.947,0.939,0.924,0.301
1764058005778,66.113,118.218,29.04,0.948,0.939,0.924,0.3
1764058006528,68.378,123.542,30.17,0.948,0.938,0.924,0.3
1764058006739,68.378,123.542,30.17,0.947,0.939,0.924,0.298
1764058007001,66.865,119.98,29.414,0.947,0.939,0.924,0.298
1764058007179,66.113,118.218,29.04,0.946,0.938,0.922,0.297
1764058007289,65.364,116.469,28.667,0.948,0.938,0.924,0.297
1764058008039,65.364,116.469,28.667,0.946,0.939,0.922,0.297
1764058008310,66.113,118.218,29.04,0.946,0.939,0.922,0.297
1764058008598,66.113,118.218,29.04,0.946,0.939,0.922,0.296
1764058009068,66.113,118.218,29.04,0.947,0.938,0.922,0.296
1764058009437,65.364,116.469,28.667,0.948,0.94,0.922,0.295
1764058009707,64.618,114.733,28.296,0.946,0.94,0.922,0.296
